v_net_count,success_count,inservice_count,total_revenue,total_cost,total_r2c,total_time_revenue,total_time_cost,num_running_p_net_nodes,event_id,event_type,event_time,p_net_available_resource,p_net_node_available_resource,p_net_link_available_resource,p_net_node_resource_utilization,p_net_link_resource_utilization,v_net_id,v_net_lifetime,v_net_arrival_time,v_net_num_nodes,v_net_num_egdes,result,node_slots,link_paths,node_slots_info,link_paths_info,v_net_cost,v_net_revenue,v_net_demand,v_net_node_demand,v_net_link_demand,v_net_node_revenue,v_net_link_revenue,v_net_node_cost,v_net_link_cost,v_net_path_cost,v_net_r2c_ratio,v_net_time_cost,v_net_time_revenue,v_net_time_rc_ratio,description,violation,current_violation,total_place_violation,total_route_violation,place_result,route_result,early_rejection,revoke_times,selected_actions,num_placed_nodes,num_routed_links
145,65,18,17332,32930,0.526328575766778,13525539.07766591,27126895.468523566,90,237,1,2416.0,14306,4127,10179,0.3288339567409335,0.3833525171139517,144,2887.1736812409745,2416.0,9,20,False,"{0: 57, 1: 13, 2: 58, 3: 62, 4: 11, 5: 74, 6: 99, 7: 36, 8: 77}","{(0, 1): [(57, 85), (85, 62), (62, 13)], (0, 3): [(57, 96), (96, 99), (99, 62)], (0, 6): [(57, 28), (28, 85), (85, 99)], (0, 8): [(57, 45), (45, 78), (78, 77)], (1, 2): [(13, 58)], (1, 3): [(13, 92), (92, 58), (58, 62)], (1, 8): [(13, 63), (63, 25), (25, 4), (4, 77)], (2, 3): [(58, 62)], (2, 5): [(58, 24), (24, 74)], (2, 6): [(58, 67), (67, 72), (72, 11), (11, 63), (63, 87), (87, 9), (9, 99)], (2, 8): []}","{(0, 57): {'cpu': 10}, (1, 13): {'cpu': 43}, (2, 58): {'cpu': 37}, (3, 62): {'cpu': 5}, (4, 11): {'cpu': 41}, (5, 74): {'cpu': 10}, (6, 99): {'cpu': 49}, (7, 36): {'cpu': 38}, (8, 77): {'cpu': 19}}","{((0, 1), (57, 85)): {'bw': 49}, ((0, 1), (85, 62)): {'bw': 49}, ((0, 1), (62, 13)): {'bw': 49}, ((0, 3), (57, 96)): {'bw': 30}, ((0, 3), (96, 99)): {'bw': 30}, ((0, 3), (99, 62)): {'bw': 30}, ((0, 6), (57, 28)): {'bw': 18}, ((0, 6), (28, 85)): {'bw': 18}, ((0, 6), (85, 99)): {'bw': 18}, ((0, 8), (57, 45)): {'bw': 11}, ((0, 8), (45, 78)): {'bw': 11}, ((0, 8), (78, 77)): {'bw': 11}, ((1, 2), (13, 58)): {'bw': 50}, ((1, 3), (13, 92)): {'bw': 35}, ((1, 3), (92, 58)): {'bw': 35}, ((1, 3), (58, 62)): {'bw': 35}, ((1, 8), (13, 63)): {'bw': 28}, ((1, 8), (63, 25)): {'bw': 28}, ((1, 8), (25, 4)): {'bw': 28}, ((1, 8), (4, 77)): {'bw': 28}, ((2, 3), (58, 62)): {'bw': 35}, ((2, 5), (58, 24)): {'bw': 33}, ((2, 5), (24, 74)): {'bw': 33}, ((2, 6), (58, 67)): {'bw': 46}, ((2, 6), (67, 72)): {'bw': 46}, ((2, 6), (72, 11)): {'bw': 46}, ((2, 6), (11, 63)): {'bw': 46}, ((2, 6), (63, 87)): {'bw': 46}, ((2, 6), (87, 9)): {'bw': 46}, ((2, 6), (9, 99)): {'bw': 46}}",0,0,504,252,667,0,0,0,0,0,0.0,0.0,0.0,0.0,Route Failure,0,0,0,0,True,False,False,0,[],9.0,11.0
145,65,18,17332,32930,0.526328575766778,13525539.07766591,27126895.468523566,90,238,0,2417.0131291061225,14306,4127,10179,0.3288339567409335,0.3833525171139517,130,250.01312910612234,2167.0,10,22,False,{},{},{},{},0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Leave Event,0,0,0,0,True,True,False,0,[],,
145,65,17,17332,32930,0.526328575766778,13525539.07766591,27126895.468523566,90,239,0,2424.23951554012,14402,4201,10201,0.3167994795901773,0.3820197491973102,128,287.2395155401201,2137.0,2,1,False,{},{},{},{},0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Leave Event,0,0,0,0,True,True,False,0,[],,
146,65,17,17332,32930,0.526328575766778,13525539.07766591,27126895.468523566,90,240,1,2434.0,14402,4201,10201,0.3167994795901773,0.3820197491973102,145,642.8614051984582,2434.0,10,23,False,"{0: 63, 1: 58, 2: 67, 3: 10, 4: 62, 5: 74, 6: 24, 7: 96, 8: 69, 9: 92}","{(0, 1): [(63, 13), (13, 58)], (0, 2): [(63, 67)], (0, 3): [(63, 11), (11, 72), (72, 67), (67, 6), (6, 10)], (0, 6): [(63, 87), (87, 65), (65, 58), (58, 24)], (0, 9): [(63, 25), (25, 4), (4, 29), (29, 92)], (1, 2): [(58, 67)], (1, 4): [(58, 62)], (1, 8): [(58, 62), (62, 85), (85, 43), (43, 33), (33, 27), (27, 6), (6, 69)], (1, 9): [(58, 92)], (2, 4): [(67, 41), (41, 19), (19, 99), (99, 62)], (2, 7): []}","{(0, 63): {'cpu': 22}, (1, 58): {'cpu': 50}, (2, 67): {'cpu': 22}, (3, 10): {'cpu': 41}, (4, 62): {'cpu': 30}, (5, 74): {'cpu': 13}, (6, 24): {'cpu': 39}, (7, 96): {'cpu': 12}, (8, 69): {'cpu': 24}, (9, 92): {'cpu': 46}}","{((0, 1), (63, 13)): {'bw': 26}, ((0, 1), (13, 58)): {'bw': 26}, ((0, 2), (63, 67)): {'bw': 23}, ((0, 3), (63, 11)): {'bw': 34}, ((0, 3), (11, 72)): {'bw': 34}, ((0, 3), (72, 67)): {'bw': 34}, ((0, 3), (67, 6)): {'bw': 34}, ((0, 3), (6, 10)): {'bw': 34}, ((0, 6), (63, 87)): {'bw': 32}, ((0, 6), (87, 65)): {'bw': 32}, ((0, 6), (65, 58)): {'bw': 32}, ((0, 6), (58, 24)): {'bw': 32}, ((0, 9), (63, 25)): {'bw': 39}, ((0, 9), (25, 4)): {'bw': 39}, ((0, 9), (4, 29)): {'bw': 39}, ((0, 9), (29, 92)): {'bw': 39}, ((1, 2), (58, 67)): {'bw': 47}, ((1, 4), (58, 62)): {'bw': 15}, ((1, 8), (58, 62)): {'bw': 35}, ((1, 8), (62, 85)): {'bw': 35}, ((1, 8), (85, 43)): {'bw': 35}, ((1, 8), (43, 33)): {'bw': 35}, ((1, 8), (33, 27)): {'bw': 35}, ((1, 8), (27, 6)): {'bw': 35}, ((1, 8), (6, 69)): {'bw': 35}, ((1, 9), (58, 92)): {'bw': 43}, ((2, 4), (67, 41)): {'bw': 40}, ((2, 4), (41, 19)): {'bw': 40}, ((2, 4), (19, 99)): {'bw': 40}, ((2, 4), (99, 62)): {'bw': 40}}",0,0,598,299,746,0,0,0,0,0,0.0,0.0,0.0,0.0,Route Failure,0,0,0,0,True,False,False,0,[],10.0,11.0
146,65,17,17332,32930,0.526328575766778,13525539.07766591,27126895.468523566,90,241,0,2438.1702266630687,14402,4201,10201,0.3167994795901773,0.3820197491973102,105,684.1702266630685,1754.0,8,12,False,{},{},{},{},0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Leave Event,0,0,0,0,True,True,False,0,[],,
147,65,17,17332,32930,0.526328575766778,13525539.07766591,27126895.468523566,90,242,1,2456.0,14402,4201,10201,0.3167994795901773,0.3820197491973102,146,1980.8107067353583,2456.0,5,4,False,"{0: 74, 1: 24, 2: 11, 3: 23, 4: 57}","{(0, 2): [(74, 11)], (0, 4): [(74, 57)], (1, 3): []}","{(0, 74): {'cpu': 48}, (1, 24): {'cpu': 6}, (2, 11): {'cpu': 24}, (3, 23): {'cpu': 19}, (4, 57): {'cpu': 8}}","{((0, 2), (74, 11)): {'bw': 26}, ((0, 4), (74, 57)): {'bw': 42}}",0,0,210,105,125,0,0,0,0,0,0.0,0.0,0.0,0.0,Route Failure,0,0,0,0,True,False,False,0,[],5.0,3.0
147,65,17,17332,32930,0.526328575766778,13525539.07766591,27126895.468523566,90,243,0,2472.15282538785,14402,4201,10201,0.3167994795901773,0.3820197491973102,136,199.15282538785002,2273.0,7,9,False,{},{},{},{},0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Leave Event,0,0,0,0,True,True,False,0,[],,
148,66,18,17385,32983,0.5270897128823939,13624194.723150762,27225551.114008415,90,244,1,2473.0,14349,4154,10195,0.32444299886160355,0.3823832313563943,147,1861.427273299079,2473.0,2,1,True,"{0: 92, 1: 29}","{(0, 1): [(92, 29)]}","{(0, 92): {'cpu': 15}, (1, 29): {'cpu': 32}}","{((0, 1), (92, 29)): {'bw': 6}}",53,53,94,47,6,47,6,47,6,0,1.0,98655.64548485118,98655.64548485118,1861.427273299079,Success,0,0,0,0,True,True,False,0,[],2.0,1.0
149,67,19,17445,33043,0.5279484308325515,13647255.154441934,27248611.545299586,90,245,1,2487.0,14289,4109,10180,0.33176126199382017,0.38329193675410433,148,384.3405215195344,2487.0,2,1,True,"{0: 43, 1: 85}","{(0, 1): [(43, 85)]}","{(0, 43): {'cpu': 12}, (1, 85): {'cpu': 33}}","{((0, 1), (43, 85)): {'bw': 15}}",60,60,90,45,15,45,15,45,15,0,1.0,23060.431291172063,23060.431291172063,384.3405215195344,Success,0,0,0,0,True,True,False,0,[],2.0,1.0
149,67,19,17445,33043,0.5279484308325515,13647255.154441934,27248611.545299586,90,246,0,2490.0606518730974,14289,4109,10180,0.33176126199382017,0.38329193675410433,96,904.0606518730973,1586.0,9,20,False,{},{},{},{},0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Leave Event,0,0,0,0,True,True,False,0,[],,
150,68,20,17710,33368,0.5307480220570606,14115138.502911517,27822430.74625285,90,247,1,2507.0,13964,3975,9989,0.35355342332086515,0.3948627854849458,149,1765.5975413946533,2507.0,5,5,True,"{0: 12, 1: 80, 2: 93, 3: 92, 4: 44}","{(0, 4): [(12, 24), (24, 44)], (1, 2): [(80, 93)], (1, 4): [(80, 25), (25, 44)], (2, 3): [(93, 92)], (2, 4): [(93, 80), (80, 25), (25, 44)]}","{(0, 12): {'cpu': 41}, (1, 80): {'cpu': 22}, (2, 93): {'cpu': 18}, (3, 92): {'cpu': 14}, (4, 44): {'cpu': 39}}","{((0, 4), (12, 24)): {'bw': 13}, ((0, 4), (24, 44)): {'bw': 13}, ((1, 2), (80, 93)): {'bw': 39}, ((1, 4), (80, 25)): {'bw': 15}, ((1, 4), (25, 44)): {'bw': 15}, ((2, 3), (93, 92)): {'bw': 48}, ((2, 4), (93, 80)): {'bw': 16}, ((2, 4), (80, 25)): {'bw': 16}, ((2, 4), (25, 44)): {'bw': 16}}",325,265,268,134,131,134,131,134,191,60,0.8153846153846154,573819.2009532623,467883.34846958314,1439.6410722141018,Success,0,0,0,0,True,True,False,0,[],5.0,5.0
151,68,20,17710,33368,0.5307480220570606,14115138.502911517,27822430.74625285,90,248,1,2530.0,13964,3975,9989,0.35355342332086515,0.3948627854849458,150,37.70979526890972,2530.0,8,17,False,"{0: 11, 1: 58, 2: 63, 3: 66, 4: 47, 5: 32, 6: 53, 7: 43}","{(0, 1): [(11, 47), (47, 58)], (0, 2): [(11, 63)], (0, 3): [(11, 74), (74, 17), (17, 54), (54, 79), (79, 66)], (0, 4): [(11, 15), (15, 33), (33, 27), (27, 47)], (0, 5): [(11, 74), (74, 57), (57, 88), (88, 32)], (0, 6): [(11, 72), (72, 67), (67, 63), (63, 53)], (1, 2): [(58, 13), (13, 63)], (1, 4): [(58, 67), (67, 6), (6, 69), (69, 47)], (1, 6): [(58, 65), (65, 87), (87, 63), (63, 53)], (2, 3): [(63, 87), (87, 65), (65, 30), (30, 66)], (2, 5): [(63, 25), (25, 80), (80, 32)], (3, 4): [(66, 25), (25, 88), (88, 47)], (3, 5): [(66, 79), (79, 85), (85, 57), (57, 88), (88, 32)], (3, 6): []}","{(0, 11): {'cpu': 7}, (1, 58): {'cpu': 43}, (2, 63): {'cpu': 18}, (3, 66): {'cpu': 32}, (4, 47): {'cpu': 15}, (5, 32): {'cpu': 43}, (6, 53): {'cpu': 29}, (7, 43): {'cpu': 25}}","{((0, 1), (11, 47)): {'bw': 14}, ((0, 1), (47, 58)): {'bw': 14}, ((0, 2), (11, 63)): {'bw': 47}, ((0, 3), (11, 74)): {'bw': 19}, ((0, 3), (74, 17)): {'bw': 19}, ((0, 3), (17, 54)): {'bw': 19}, ((0, 3), (54, 79)): {'bw': 19}, ((0, 3), (79, 66)): {'bw': 19}, ((0, 4), (11, 15)): {'bw': 23}, ((0, 4), (15, 33)): {'bw': 23}, ((0, 4), (33, 27)): {'bw': 23}, ((0, 4), (27, 47)): {'bw': 23}, ((0, 5), (11, 74)): {'bw': 26}, ((0, 5), (74, 57)): {'bw': 26}, ((0, 5), (57, 88)): {'bw': 26}, ((0, 5), (88, 32)): {'bw': 26}, ((0, 6), (11, 72)): {'bw': 25}, ((0, 6), (72, 67)): {'bw': 25}, ((0, 6), (67, 63)): {'bw': 25}, ((0, 6), (63, 53)): {'bw': 25}, ((1, 2), (58, 13)): {'bw': 48}, ((1, 2), (13, 63)): {'bw': 48}, ((1, 4), (58, 67)): {'bw': 36}, ((1, 4), (67, 6)): {'bw': 36}, ((1, 4), (6, 69)): {'bw': 36}, ((1, 4), (69, 47)): {'bw': 36}, ((1, 6), (58, 65)): {'bw': 27}, ((1, 6), (65, 87)): {'bw': 27}, ((1, 6), (87, 63)): {'bw': 27}, ((1, 6), (63, 53)): {'bw': 27}, ((2, 3), (63, 87)): {'bw': 17}, ((2, 3), (87, 65)): {'bw': 17}, ((2, 3), (65, 30)): {'bw': 17}, ((2, 3), (30, 66)): {'bw': 17}, ((2, 5), (63, 25)): {'bw': 9}, ((2, 5), (25, 80)): {'bw': 9}, ((2, 5), (80, 32)): {'bw': 9}, ((3, 4), (66, 25)): {'bw': 8}, ((3, 4), (25, 88)): {'bw': 8}, ((3, 4), (88, 47)): {'bw': 8}, ((3, 5), (66, 79)): {'bw': 32}, ((3, 5), (79, 85)): {'bw': 32}, ((3, 5), (85, 57)): {'bw': 32}, ((3, 5), (57, 88)): {'bw': 32}, ((3, 5), (88, 32)): {'bw': 32}}",0,0,424,212,413,0,0,0,0,0,0.0,0.0,0.0,0.0,Route Failure,0,0,0,0,True,False,False,0,[],8.0,14.0
152,69,21,17847,33505,0.5326667661543053,14239398.686630948,27946690.92997228,90,249,1,2548.0,13827,3887,9940,0.36786469344608874,0.3978312231174653,151,907.0086402878069,2548.0,3,2,True,"{0: 62, 1: 92, 2: 13}","{(0, 2): [(62, 13)], (1, 2): [(92, 13)]}","{(0, 62): {'cpu': 41}, (1, 92): {'cpu': 25}, (2, 13): {'cpu': 22}}","{((0, 2), (62, 13)): {'bw': 37}, ((1, 2), (92, 13)): {'bw': 12}}",137,137,176,88,49,88,49,88,49,0,1.0,124260.18371942954,124260.18371942954,907.0086402878069,Success,0,0,0,0,True,True,False,0,[],3.0,2.0
152,69,20,17847,33505,0.5326667661543053,14239398.686630948,27946690.92997228,90,250,0,2561.4288399875604,13869,3924,9945,0.3618474548707107,0.3975283213182287,99,908.4288399875602,1653.0,2,1,False,{},{},{},{},0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Leave Event,0,0,0,0,True,True,False,0,[],,
153,70,21,18065,33756,0.5351641189714421,14296378.707211956,28012296.366512798,90,251,1,2566.0,13618,3783,9835,0.38477801268498946,0.4041921609014357,152,261.3762411972857,2566.0,4,5,True,"{0: 62, 1: 11, 2: 63, 3: 58}","{(0, 2): [(62, 13), (13, 63)], (0, 3): [(62, 58)], (1, 2): [(11, 63)], (1, 3): [(11, 47), (47, 58)], (2, 3): [(63, 13), (13, 58)]}","{(0, 62): {'cpu': 21}, (1, 11): {'cpu': 47}, (2, 63): {'cpu': 35}, (3, 58): {'cpu': 38}}","{((0, 2), (62, 13)): {'bw': 10}, ((0, 2), (13, 63)): {'bw': 10}, ((0, 3), (62, 58)): {'bw': 26}, ((1, 2), (11, 63)): {'bw': 18}, ((1, 3), (11, 47)): {'bw': 7}, ((1, 3), (47, 58)): {'bw': 7}, ((2, 3), (63, 13)): {'bw': 16}, ((2, 3), (13, 58)): {'bw': 16}}",251,218,282,141,77,141,77,141,110,33,0.8685258964143426,65605.43654051871,56980.020581008284,227.012034187284,Success,0,0,0,0,True,True,False,0,[],4.0,5.0
153,70,21,18065,33756,0.5351641189714421,14296378.707211956,28012296.366512798,90,252,0,2566.601012790872,13618,3783,9835,0.38477801268498946,0.4041921609014357,119,590.6010127908722,1976.0,7,11,False,{},{},{},{},0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Leave Event,0,0,0,0,True,True,False,0,[],,
153,70,21,18065,33756,0.5351641189714421,14296378.707211956,28012296.366512798,90,253,0,2567.7097952689096,13618,3783,9835,0.38477801268498946,0.4041921609014357,150,37.70979526890972,2530.0,8,17,False,{},{},{},{},0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Leave Event,0,0,0,0,True,True,False,0,[],,
154,71,22,18170,34253,0.5304644848626398,14309868.87279648,28076149.816946205,90,254,1,2579.0,13121,3727,9394,0.39388518458285904,0.4309080995941116,153,128.47776747164406,2579.0,2,1,True,"{0: 93, 1: 32}","{(0, 1): [(93, 8), (8, 37), (37, 40), (40, 54), (54, 79), (79, 85), (85, 57), (57, 88), (88, 32)]}","{(0, 93): {'cpu': 40}, (1, 32): {'cpu': 16}}","{((0, 1), (93, 8)): {'bw': 49}, ((0, 1), (8, 37)): {'bw': 49}, ((0, 1), (37, 40)): {'bw': 49}, ((0, 1), (40, 54)): {'bw': 49}, ((0, 1), (54, 79)): {'bw': 49}, ((0, 1), (79, 85)): {'bw': 49}, ((0, 1), (85, 57)): {'bw': 49}, ((0, 1), (57, 88)): {'bw': 49}, ((0, 1), (88, 32)): {'bw': 49}}",497,105,112,56,49,56,49,56,441,392,0.2112676056338028,63853.450433407095,13490.165584522627,27.143190310910715,Success,0,0,0,0,True,True,False,0,[],2.0,1.0
154,71,22,18170,34253,0.5304644848626398,14309868.87279648,28076149.816946205,90,255,0,2579.5986286309044,13121,3727,9394,0.39388518458285904,0.4309080995941116,17,2266.5986286309044,313.0,7,10,False,{},{},{},{},0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Leave Event,0,0,0,0,True,True,False,0,[],,
154,71,21,18170,34253,0.5304644848626398,14309868.87279648,28076149.816946205,90,256,0,2586.6659230926784,13211,3800,9411,0.3820133355017076,0.42987823347670684,90,1089.6659230926784,1497.0,2,1,False,{},{},{},{},0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Leave Event,0,0,0,0,True,True,False,0,[],,
155,71,21,18170,34253,0.5304644848626398,14309868.87279648,28076149.816946205,90,257,1,2589.0,13211,3800,9411,0.3820133355017076,0.42987823347670684,154,80.07534330438274,2589.0,6,7,False,"{0: 98, 1: 50, 2: 34, 3: 59, 4: 97, 5: 26}","{(0, 1): [(98, 82), (82, 53), (53, 63), (63, 67), (67, 41), (41, 50)], (0, 2): [(98, 59), (59, 68), (68, 34)], (0, 3): []}","{(0, 98): {'cpu': 6}, (1, 50): {'cpu': 6}, (2, 34): {'cpu': 19}, (3, 59): {'cpu': 27}, (4, 97): {'cpu': 33}, (5, 26): {'cpu': 21}}","{((0, 1), (98, 82)): {'bw': 36}, ((0, 1), (82, 53)): {'bw': 36}, ((0, 1), (53, 63)): {'bw': 36}, ((0, 1), (63, 67)): {'bw': 36}, ((0, 1), (67, 41)): {'bw': 36}, ((0, 1), (41, 50)): {'bw': 36}, ((0, 2), (98, 59)): {'bw': 11}, ((0, 2), (59, 68)): {'bw': 11}, ((0, 2), (68, 34)): {'bw': 11}}",0,0,224,112,213,0,0,0,0,0,0.0,0.0,0.0,0.0,Route Failure,0,0,0,0,True,False,False,0,[],6.0,3.0
156,72,22,18277,34360,0.5319266589057043,14437378.41341312,28203659.357562847,91,258,1,2605.0,13104,3743,9361,0.39128313546918203,0.4329072514690737,155,1191.677949688237,2605.0,2,1,True,"{0: 65, 1: 49}","{(0, 1): [(65, 49)]}","{(0, 65): {'cpu': 21}, (1, 49): {'cpu': 36}}","{((0, 1), (65, 49)): {'bw': 50}}",107,107,114,57,50,57,50,57,50,0,1.0,127509.54061664136,127509.54061664136,1191.677949688237,Success,0,0,0,0,True,True,False,0,[],2.0,1.0
157,72,22,18277,34360,0.5319266589057043,14437378.41341312,28203659.357562847,91,259,1,2631.0,13104,3743,9361,0.39128313546918203,0.4329072514690737,156,415.326013068567,2631.0,9,15,False,"{0: 11, 1: 17, 2: 57, 3: 26, 4: 86, 5: 47, 6: 58, 7: 94, 8: 76}","{(0, 2): [(11, 74), (74, 57)], (0, 5): [(11, 72), (72, 67), (67, 6), (6, 27), (27, 47)], (1, 2): [(17, 74), (74, 96), (96, 57)], (1, 3): [(17, 35), (35, 34), (34, 37), (37, 91), (91, 26)], (1, 6): [(17, 74), (74, 24), (24, 58)], (2, 3): [(57, 45), (45, 64), (64, 19), (19, 41), (41, 50), (50, 26)], (2, 7): [(57, 88), (88, 33), (33, 77), (77, 94)], (3, 7): [(26, 91), (91, 63), (63, 25), (25, 4), (4, 77), (77, 94)], (3, 8): []}","{(0, 11): {'cpu': 10}, (1, 17): {'cpu': 28}, (2, 57): {'cpu': 10}, (3, 26): {'cpu': 31}, (4, 86): {'cpu': 22}, (5, 47): {'cpu': 28}, (6, 58): {'cpu': 41}, (7, 94): {'cpu': 28}, (8, 76): {'cpu': 42}}","{((0, 2), (11, 74)): {'bw': 38}, ((0, 2), (74, 57)): {'bw': 38}, ((0, 5), (11, 72)): {'bw': 44}, ((0, 5), (72, 67)): {'bw': 44}, ((0, 5), (67, 6)): {'bw': 44}, ((0, 5), (6, 27)): {'bw': 44}, ((0, 5), (27, 47)): {'bw': 44}, ((1, 2), (17, 74)): {'bw': 19}, ((1, 2), (74, 96)): {'bw': 19}, ((1, 2), (96, 57)): {'bw': 19}, ((1, 3), (17, 35)): {'bw': 15}, ((1, 3), (35, 34)): {'bw': 15}, ((1, 3), (34, 37)): {'bw': 15}, ((1, 3), (37, 91)): {'bw': 15}, ((1, 3), (91, 26)): {'bw': 15}, ((1, 6), (17, 74)): {'bw': 26}, ((1, 6), (74, 24)): {'bw': 26}, ((1, 6), (24, 58)): {'bw': 26}, ((2, 3), (57, 45)): {'bw': 28}, ((2, 3), (45, 64)): {'bw': 28}, ((2, 3), (64, 19)): {'bw': 28}, ((2, 3), (19, 41)): {'bw': 28}, ((2, 3), (41, 50)): {'bw': 28}, ((2, 3), (50, 26)): {'bw': 28}, ((2, 7), (57, 88)): {'bw': 5}, ((2, 7), (88, 33)): {'bw': 5}, ((2, 7), (33, 77)): {'bw': 5}, ((2, 7), (77, 94)): {'bw': 5}, ((3, 7), (26, 91)): {'bw': 22}, ((3, 7), (91, 63)): {'bw': 22}, ((3, 7), (63, 25)): {'bw': 22}, ((3, 7), (25, 4)): {'bw': 22}, ((3, 7), (4, 77)): {'bw': 22}, ((3, 7), (77, 94)): {'bw': 22}}",0,0,480,240,422,0,0,0,0,0,0.0,0.0,0.0,0.0,Route Failure,0,0,0,0,True,False,False,0,[],9.0,9.0
158,73,23,18355,34438,0.5329868168883211,14538009.05551631,28304289.999666035,91,260,1,2651.0,13026,3680,9346,0.4015287038542853,0.43381595686678376,157,1290.1364372203777,2651.0,2,1,True,"{0: 99, 1: 9}","{(0, 1): [(99, 9)]}","{(0, 99): {'cpu': 25}, (1, 9): {'cpu': 38}}","{((0, 1), (99, 9)): {'bw': 15}}",78,78,126,63,15,63,15,63,15,0,1.0,100630.64210318946,100630.64210318946,1290.1364372203777,Success,0,0,0,0,True,True,False,0,[],2.0,1.0
158,73,23,18355,34438,0.5329868168883211,14538009.05551631,28304289.999666035,91,261,0,2656.539090423963,13026,3680,9346,0.4015287038542853,0.43381595686678376,79,1339.5390904239632,1317.0,9,22,False,{},{},{},{},0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Leave Event,0,0,0,0,True,True,False,0,[],,
159,74,24,18466,34549,0.5344872499927639,14545511.538355641,28311792.482505366,92,262,1,2669.0,12915,3608,9307,0.4132379248658319,0.43617859090083,158,67.58993548947433,2669.0,2,1,True,"{0: 99, 1: 7}","{(0, 1): [(99, 7)]}","{(0, 99): {'cpu': 26}, (1, 7): {'cpu': 46}}","{((0, 1), (99, 7)): {'bw': 39}}",111,111,144,72,39,72,39,72,39,0,1.0,7502.48283933165,7502.48283933165,67.58993548947433,Success,0,0,0,0,True,True,False,0,[],2.0,1.0
159,74,24,18466,34549,0.5344872499927639,14545511.538355641,28311792.482505366,92,263,0,2669.075343304383,12915,3608,9307,0.4132379248658319,0.43617859090083,154,80.07534330438274,2589.0,6,7,False,{},{},{},{},0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Leave Event,0,0,0,0,True,True,False,0,[],,
159,74,23,18466,34549,0.5344872499927639,14545511.538355641,28311792.482505366,92,264,0,2670.3870871623917,12992,3661,9331,0.4046186371767767,0.4347246622644938,51,1801.3870871623917,869.0,3,2,False,{},{},{},{},0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Leave Event,0,0,0,0,True,True,False,0,[],,
160,75,24,18617,34700,0.5365129682997118,14602704.355949711,28368985.300099436,94,265,1,2682.0,12841,3550,9291,0.422670352902911,0.4371478766583874,159,378.7603814176782,2682.0,3,2,True,"{0: 48, 1: 52, 2: 27}","{(0, 1): [(48, 52)], (0, 2): [(48, 27)]}","{(0, 48): {'cpu': 33}, (1, 52): {'cpu': 46}, (2, 27): {'cpu': 32}}","{((0, 1), (48, 52)): {'bw': 22}, ((0, 2), (48, 27)): {'bw': 18}}",151,151,222,111,40,111,40,111,40,0,1.0,57192.81759406941,57192.81759406941,378.7603814176782,Success,0,0,0,0,True,True,False,0,[],3.0,2.0
160,75,24,18617,34700,0.5365129682997118,14602704.355949711,28368985.300099436,94,266,0,2686.8630208218274,12841,3550,9291,0.422670352902911,0.4371478766583874,25,2231.8630208218274,455.0,8,9,False,{},{},{},{},0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Leave Event,0,0,0,0,True,True,False,0,[],,
160,75,23,18617,34700,0.5365129682997118,14602704.355949711,28368985.300099436,94,267,0,2690.563986638687,14345,3748,10597,0.3904699951211579,0.35802992669776457,86,1269.5639866386869,1421.0,8,16,False,{},{},{},{},0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Leave Event,0,0,0,0,True,True,False,0,[],,
161,76,24,18757,34840,0.5383754305396097,14711263.647965718,28477544.592115443,95,268,1,2698.0,14205,3666,10539,0.40380549682875266,0.36154358756891014,160,775.4235144000495,2698.0,3,2,True,"{0: 95, 1: 87, 2: 9}","{(0, 1): [(95, 87)], (1, 2): [(87, 9)]}","{(0, 95): {'cpu': 22}, (1, 87): {'cpu': 32}, (2, 9): {'cpu': 28}}","{((0, 1), (95, 87)): {'bw': 12}, ((1, 2), (87, 9)): {'bw': 46}}",140,140,164,82,58,82,58,82,58,0,1.0,108559.29201600693,108559.29201600693,775.4235144000495,Success,0,0,0,0,True,True,False,0,[],3.0,2.0
161,76,23,18757,34840,0.5383754305396097,14711263.647965718,28477544.592115443,95,269,0,2707.4777674716443,14702,3722,10980,0.3946983249308831,0.3348276488762343,153,128.47776747164406,2579.0,2,1,False,{},{},{},{},0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Leave Event,0,0,0,0,True,True,False,0,[],,
